GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
GeoMesa Convert Redis Cache,org.locationtech.geomesa.convert.redis,RedisEnrichmentCacheFactory..anon.new RedisConnectionBuilder() {...},20,0,0,0,4,0,4,0,4,0
GeoMesa Convert Redis Cache,org.locationtech.geomesa.convert.redis,RedisEnrichmentCache.,10,0,0,0,2,0,3,0,3,0
GeoMesa Convert Redis Cache,org.locationtech.geomesa.convert.redis,RedisEnrichmentCache,69,0,4,0,15,0,10,0,8,0
GeoMesa Convert Redis Cache,org.locationtech.geomesa.convert.redis,RedisEnrichmentCacheFactory,110,0,8,0,9,0,15,0,11,0
GeoMesa Convert Redis Cache,org.locationtech.geomesa.convert.redis,RedisEnrichmentCache..anon.new CacheLoader() {...},47,0,2,0,4,0,8,0,7,0
