GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
GeoMesa Arrow DataStore,org.locationtech.geomesa.arrow.data,ArrowFeatureStore..anon.new FastSettableFeatureWriter() {...},98,0,4,0,16,0,13,0,11,0
GeoMesa Arrow DataStore,org.locationtech.geomesa.arrow.data,ArrowFeatureSource..anon.new FeatureReader() {...},31,0,2,0,6,0,6,0,5,0
GeoMesa Arrow DataStore,org.locationtech.geomesa.arrow.data,ArrowDataStoreFactory.,159,0,0,0,17,0,8,0,8,0
GeoMesa Arrow DataStore,org.locationtech.geomesa.arrow.data,ArrowDataStore,499,0,34,0,40,0,58,0,41,0
GeoMesa Arrow DataStore,org.locationtech.geomesa.arrow.data,ArrowFeatureStore,151,0,4,0,23,0,19,0,17,0
GeoMesa Arrow DataStore,org.locationtech.geomesa.arrow.data,ArrowDataStoreFactory,170,0,4,0,18,0,26,0,24,0
GeoMesa Arrow DataStore,org.locationtech.geomesa.arrow.data,ArrowFeatureSource,42,0,0,0,14,0,12,0,12,0
